Factor 1.0,Factor 1.25,Factor 0.75,Rand 1,Rand 1.25,Rand 0.75,LabelRand,Fac 1.0,Fac 1.25,Fac 0.75,Label
0.4094219,0.376829276,0.497025484,0.09758013,-0.007965224,-0.002737344,0.329516172,0.4094219,0.471036595,0.372769113,1.58274378
0.001867693,0.534869447,0.946371887,0.007408922,0.007249476,-0.007370066,0.348244391,0.001867693,0.668586809,0.709778915,1.728477808
0.687922413,0.527053212,0.546751235,0.044713971,-0.015761857,0.006239075,0.44622169,0.687922413,0.658816515,0.410063426,2.203024043
0.464852685,0.620431643,0.981353935,-0.01915819,0.019016917,-0.007181331,-0.247978052,0.464852685,0.775539554,0.736015451,1.728429638
0.70712738,0.594982284,0.396246369,0.088706462,0.013981203,-0.001484718,-0.401043914,0.70712738,0.743727856,0.297184777,1.346996099
0.122285584,0.906524389,0.727244221,0.034031282,-0.003248589,-0.005169411,0.250635246,0.122285584,1.133155487,0.545433165,2.051509482
0.622124213,0.849285003,0.905685143,-0.07925576,-0.018560821,-0.00056515,-0.376506554,0.622124213,1.061606253,0.679263857,1.986487769
0.731421965,0.545222281,0.507586341,-0.002882004,-0.004007159,-0.008073296,0.368558157,0.731421965,0.681527852,0.380689756,2.162197729
0.318756945,0.446439052,0.594086241,-0.037414622,-0.008430788,0.005253015,0.432132209,0.318756945,0.558048815,0.44556468,1.75450265
0.680312072,0.166850037,0.498329211,0.008373946,-0.008829207,-0.004691836,-0.208190763,0.680312072,0.208562547,0.373746908,1.054430763
0.529978213,0.263398173,0.394030012,-0.017662797,-0.016727065,0.008017459,-0.067658278,0.529978213,0.329247717,0.295522509,1.087090161
0.764034813,0.437605014,0.289663362,0.024847512,0.016318697,-0.006154351,0.02274269,0.764034813,0.547006267,0.217247522,1.551031292
0.097247442,0.95870485,0.756161329,-0.03728124,0.007556817,0.003685013,-0.487217664,0.097247442,1.198381063,0.567120997,1.375531838
0.024039377,0.506830559,0.023597312,-0.03955321,-0.010567559,-0.000952811,-0.483256783,0.024039377,0.633538199,0.017697984,0.192018777
0.680598893,0.527533057,0.465312629,-0.061281176,0.018392654,-0.009466456,0.483445716,0.680598893,0.659416321,0.348984472,2.172445402
0.693399601,0.888248427,0.374744988,-0.053190286,0.008021953,-0.009184049,-0.216245148,0.693399601,1.110310534,0.281058741,1.868523728
0.410830525,0.187042296,0.890089361,-0.069773173,0.013121288,-0.006305359,0.142877834,0.410830525,0.23380287,0.66756702,1.45507825
0.378393221,0.714502468,0.697815929,0.041179872,-0.008598333,-0.00365174,0.301059289,0.378393221,0.893128085,0.523361947,2.095942542
0.27108771,0.74983882,0.05156157,-0.011645251,0.015921088,-0.00704974,0.357906333,0.27108771,0.937298525,0.038671177,1.604963745
0.211522752,0.670911512,0.210368114,0.000687222,0.015254559,0.002685887,0.109615803,0.211522752,0.83863939,0.157776086,1.317554031
0.123433673,0.398160046,0.167506222,-0.021563116,0.004511587,0.009179423,0.116693983,0.123433673,0.497700057,0.125629666,0.86345738
0.150994428,0.648505795,0.644874718,0.013175742,-0.019689442,-0.00493256,-0.069403284,0.150994428,0.810632244,0.483656039,1.375879427
0.429200096,0.894874086,0.938635859,0.039927772,0.009172956,0.001821357,0.097668432,0.429200096,1.118592607,0.703976894,2.349438029
0.68816413,0.240425488,0.287800218,-0.066794463,-0.010029594,-0.003480538,0.371861673,0.68816413,0.30053186,0.215850164,1.576407826
0.676857672,0.502195733,0.074633005,0.088083981,0.015885996,0.007879108,-0.345235949,0.676857672,0.627744667,0.055974754,1.015341144
0.794208694,0.49800544,0.121419384,-0.030245602,-0.000328571,-0.003959491,0.281953245,0.794208694,0.6225068,0.091064538,1.789733276
0.531762573,0.21807745,0.826178146,-0.091188696,0.010663858,0.006615316,-0.022169466,0.531762573,0.272596812,0.61963361,1.401823529
0.014655806,0.672602573,0.072348962,-0.007068635,-0.01375495,0.007081248,0.379139556,0.014655806,0.840753217,0.054261722,1.288810301
0.078892719,0.194530513,0.333998111,-0.089039273,0.002845256,0.009973885,0.172329878,0.078892719,0.243163142,0.250498583,0.744884322
0.679517648,0.581432478,0.832796947,-0.020167651,0.004021825,-0.009467421,0.48967102,0.679517648,0.726790598,0.62459771,2.520576975
0.634586249,0.737746984,0.916633207,0.01374328,-0.00956484,-0.003423415,-0.400684556,0.634586249,0.92218373,0.687474906,1.843560329
0.885778803,0.156611635,0.788067152,-0.033598651,-0.015489493,0.000457369,0.28186883,0.885778803,0.195764544,0.591050364,1.95446254
0.56047229,0.61716817,0.657399033,-0.045358661,0.002626727,-0.003480504,-0.351072743,0.56047229,0.771460213,0.493049275,1.473909034
0.721705154,0.060099134,0.667681206,-0.018913418,0.011751634,-0.004714185,-0.196790018,0.721705154,0.075123918,0.500760904,1.100799957
0.888894713,0.866072086,0.46383152,0.088463378,0.008160527,0.004844366,0.264027668,0.888894713,1.082590107,0.34787364,2.583386129
0.499993676,0.632268894,0.179784266,0.04420738,-0.008639645,-0.008032641,0.131806567,0.499993676,0.790336117,0.134838199,1.55697456
0.518247657,0.896036986,0.839779178,-0.080463231,0.009440644,0.005433048,0.275468159,0.518247657,1.120046233,0.629834384,2.543596433
0.416266449,0.234723035,0.559787011,0.009565525,0.006986368,-0.007712974,0.377436098,0.416266449,0.293403794,0.419840258,1.506946599
0.555146017,0.478793697,0.340839123,0.018354101,-0.005296014,-0.002788255,0.20796791,0.555146017,0.598492121,0.255629342,1.61723539
0.717302931,0.996460899,0.357382185,-0.091594728,0.014617125,-0.001563239,-0.342200446,0.717302931,1.245576124,0.268036638,1.888715248
0.53263768,0.261187091,0.380412732,0.033847368,-0.006960326,0.005338639,0.092046133,0.53263768,0.326483863,0.285309549,1.236477225
0.314008649,0.306769104,0.907550095,0.092083942,-0.002604663,-0.000710002,0.277909168,0.314008649,0.38346138,0.680662571,1.656041768
0.110846509,0.168862709,0.597378664,0.044760121,0.00860526,0.006285907,-0.005785529,0.110846509,0.211078386,0.448033998,0.764173363
0.348268809,0.112237363,0.451139923,0.03092371,-0.01287137,-0.000262871,0.000586057,0.348268809,0.140296704,0.338354942,0.827506511
0.089056567,0.633063847,0.57222021,0.072957298,0.010693297,0.003589399,-0.113344986,0.089056567,0.791329808,0.429165158,1.196206547
0.506290923,0.545696452,0.191896694,0.014061343,-0.000490878,0.004813684,0.280095442,0.506290923,0.682120565,0.143922521,1.61242945
0.429040918,0.05793091,0.818352423,-0.049638956,-0.003805961,-0.007538272,0.157241128,0.429040918,0.072413638,0.613764317,1.272460001
0.035819018,0.160388541,0.803466922,0.02659865,0.019474277,0.001731484,-0.407119321,0.035819018,0.200485676,0.602600191,0.431785564
0.490628487,0.454287037,0.954912705,0.076114209,0.010316229,0.000780555,0.315325365,0.490628487,0.567858796,0.716184529,2.089997177
0.671993022,0.029770901,0.226684946,-0.099935728,0.002965789,-0.004878399,0.367929278,0.671993022,0.037213627,0.170013709,1.247149635
0.798509726,0.614368556,0.526073361,-0.046517935,0.013677596,0.003655194,-0.372506128,0.798509726,0.767960695,0.394555021,1.588519314
0.318347447,0.051420703,0.388826299,0.071041265,0.016032657,-0.007124584,0.077402526,0.318347447,0.064275879,0.291619725,0.751645577
0.289356436,0.373628768,0.943740399,0.048059444,0.007080283,0.00360842,-0.315734498,0.289356436,0.46703596,0.7078053,1.148463198
0.601523616,0.065643282,0.776924708,0.077201845,0.00588392,0.004521661,0.27387799,0.601523616,0.082054102,0.582693531,1.540149238
0.656857583,0.790453428,0.57148379,-0.036646546,-0.001364259,0.007064275,-0.237324672,0.656857583,0.988066785,0.428612842,1.836212538
0.289594177,0.999178481,0.636132527,0.059203359,-0.005688089,0.003344016,-0.106128061,0.289594177,1.248973101,0.477099395,1.909538613
0.589970053,0.656070005,0.869887214,-0.046748498,-0.016002103,-0.007489515,0.278179866,0.589970053,0.820087506,0.65241541,2.340652835
0.492050803,0.314616694,0.078776049,0.017551323,-0.011234658,-0.007539351,0.468876364,0.492050803,0.393270867,0.059082037,1.413280071
0.550661762,0.864396207,0.14210712,0.049256452,0.003684313,0.009466906,-0.055137804,0.550661762,1.080495258,0.10658034,1.682599557
0.345997112,0.615062892,0.707553595,-0.053850835,0.01527322,-0.000514417,0.406984669,0.345997112,0.768828615,0.530665196,2.052475593
0.138772938,0.63324072,0.946455863,0.029532191,0.006799654,0.006759803,-0.072709058,0.138772938,0.7915509,0.709841897,1.567456678
0.167754851,0.760859206,0.749529338,0.062353409,0.001598215,0.004941139,0.098927577,0.167754851,0.951074007,0.562147004,1.779903439
0.251473368,0.413130528,0.62151421,-0.03557186,-0.003254894,-0.000563136,0.102296815,0.251473368,0.516413159,0.466135658,1.336319
0.326999683,0.972569833,0.851146462,0.030996342,-0.003977522,-0.000900858,0.468506135,0.326999683,1.215712292,0.638359846,2.649577956
0.518757037,0.367376228,0.908365278,0.00800011,-0.015251737,-0.002665698,-0.225647039,0.518757037,0.459220285,0.681273958,1.433604241
0.786893873,0.15299683,0.091260592,0.043009717,0.001699808,0.00735703,-0.094634099,0.786893873,0.191246037,0.068445444,0.951951255
0.632785597,0.089432478,0.765947461,0.095717974,0.019661285,0.005043707,-0.0698054,0.632785597,0.111790597,0.574460596,1.24923139
0.247008864,0.61715817,0.918619864,0.022657833,-0.014961829,0.006009917,-0.496686248,0.247008864,0.771447712,0.688964898,1.210735226
0.303633612,0.836685551,0.017156727,-0.073380692,0.016611765,-0.000449047,-0.240755764,0.303633612,1.045856939,0.012867545,1.121602333
0.015077678,0.504579244,0.87602627,-0.019464323,0.008022855,-0.001298482,-0.303823541,0.015077678,0.630724055,0.657019702,0.998997895
0.552704782,0.7104352,0.93049979,-0.073338879,-0.009270868,-0.006665488,0.40231264,0.552704782,0.888044,0.697874843,2.540936264
0.252186939,0.666545727,0.184761333,0.018054958,0.013706729,-0.007895974,0.014478177,0.252186939,0.833182159,0.138571,1.238418275
0.037935105,0.542194379,0.620882291,0.067348691,0.0001139,-0.007049715,-0.022789441,0.037935105,0.677742973,0.465661718,1.158550356
0.987859367,0.855103301,0.355318928,0.013890708,-0.009384401,-0.008676102,0.310892845,0.987859367,1.068879127,0.266489196,2.634120535
0.094338453,0.523568167,0.431757263,0.070370589,-0.018322622,-0.009884909,0.077817071,0.094338453,0.654460209,0.323817947,1.15043368
0.666716587,0.889456061,0.495210496,-0.005377544,-0.012121344,0.008934653,-0.401382315,0.666716587,1.111820076,0.371407872,1.74856222
0.766424389,0.12143362,0.516770449,0.005716949,0.01036026,0.001277238,0.335546334,0.766424389,0.151792024,0.387577837,1.641340584
0.34757646,0.112422225,0.26072191,0.081942747,0.018407245,0.007252914,-0.264059917,0.34757646,0.140527781,0.195541433,0.419585756
0.701605261,0.407886594,0.976624403,0.099188304,0.003668983,0.003951794,0.315990799,0.701605261,0.509858242,0.732468302,2.259922604
0.243166431,0.653113278,0.818696977,-0.002997951,-0.008368735,-0.009059689,0.00184688,0.243166431,0.816391597,0.614022733,1.675427641
0.962726682,0.540882449,0.927625997,-0.002639565,-0.003382685,-0.004538249,0.171522137,0.962726682,0.676103061,0.695719498,2.506071378
0.757023476,0.774263836,0.796193275,-0.045545074,-0.012559918,-0.00024432,0.187150881,0.757023476,0.967829795,0.597144956,2.509149108
0.095645928,0.497210766,0.363943076,0.021232595,0.012638372,-0.001268874,0.479804859,0.095645928,0.621513457,0.272957307,1.469921551
0.548525921,0.222872847,0.226355801,-0.037958959,0.018955039,-0.007299067,0.128926426,0.548525921,0.278591058,0.169766851,1.125810256
0.108802313,0.005624925,0.312194925,0.047430885,0.007000525,0.003265548,-0.053227821,0.108802313,0.007031156,0.234146194,0.296751842
0.636062127,0.932154512,0.420058097,-0.08841881,-0.005455453,-0.004167524,-0.011627566,0.636062127,1.16519314,0.315043572,2.104671273
0.228266614,0.40449842,0.510893035,-0.059984708,0.005090937,0.008663503,-0.232344813,0.228266614,0.505623026,0.383169776,0.884714603
0.11715066,0.119256853,0.579354674,0.095199526,0.014894288,-0.002897517,0.199420235,0.11715066,0.149071066,0.434516005,0.900157966
0.897461846,0.80426473,0.444884716,-0.073174867,-0.001745028,-0.007274413,-0.2966356,0.897461846,1.005330913,0.333663537,1.939820696
0.167542653,0.473929261,0.012459372,0.085654271,0.013177552,0.006575028,-0.001439998,0.167542653,0.592411577,0.009344529,0.767858761
0.504142163,0.770213328,0.62253346,0.018075109,-0.009499558,-0.009097171,0.329354325,0.504142163,0.962766661,0.466900095,2.263163243
0.439731307,0.209265626,0.451479073,0.052285605,0.002498605,0.009198024,-0.139226433,0.439731307,0.261582033,0.338609305,0.900696212
0.072184978,0.408778527,0.105339036,0.06491083,0.006362319,-0.00337876,-0.09443508,0.072184978,0.510973159,0.079004277,0.567727334
0.258889326,0.603335592,0.568844157,0.068346594,0.011524364,-0.009374897,0.46074102,0.258889326,0.75416949,0.426633118,1.900432954
0.287029607,0.593307491,0.472406659,-0.086172981,-0.019106987,0.005398187,-0.366058366,0.287029607,0.741634364,0.354304994,1.016910599
0.503135958,0.061403159,0.720402128,-0.023368042,-0.017645266,0.009832475,0.341700232,0.503135958,0.076753948,0.540301596,1.461891733
0.329937848,0.210732904,0.987318058,0.092626296,-0.00589284,-0.000127851,0.015851695,0.329937848,0.26341613,0.740488544,1.349694217
0.07948113,0.060476459,0.698336944,-0.093170688,0.015300177,0.001603833,-0.025774608,0.07948113,0.075595574,0.523752708,0.653054803
0.698166333,0.12898792,0.578410156,0.021842804,-0.004189433,-0.001967957,0.403300452,0.698166333,0.1612349,0.433807617,1.696509302
0.36445848,0.737739944,0.859895823,0.05574063,-0.019688441,0.00879464,0.212241698,0.36445848,0.92217493,0.644921868,2.143796975
0.566990595,0.563346294,0.063840361,0.055636552,-0.002990026,0.009470558,-0.398750859,0.566990595,0.704182867,0.047880271,0.920302874
0.645146902,0.424538554,0.829538101,0.059293763,-0.015080886,0.009160343,0.036167899,0.645146902,0.530673192,0.622153576,1.834141569
0.60569312,0.06531303,0.543023409,-0.080328472,-0.009315116,-0.002668546,0.248467226,0.60569312,0.081641288,0.407267556,1.343069191
0.637211083,0.715392456,0.919297604,0.042861294,-0.011093454,-0.003473734,-0.446501696,0.637211083,0.89424057,0.689473203,1.774423159
0.65221477,0.618106499,0.40298711,0.084622356,0.019567569,-0.008174222,0.376709131,0.65221477,0.772633124,0.302240332,2.103797357
0.92362161,0.272115506,0.755785212,-0.074595376,-0.000186866,-0.005445765,-0.429888627,0.92362161,0.340144382,0.566838909,1.400716274
0.285514079,0.597832828,0.690299794,0.061213787,-0.016758949,-0.00857212,0.277831079,0.285514079,0.747291035,0.517724845,1.82836104
0.422882234,0.544299426,0.779413943,0.082053225,-0.011914824,0.00557396,-0.24077022,0.422882234,0.680374282,0.584560457,1.447046754
0.5568555,0.528688624,0.643311807,0.003523919,-0.01067365,0.008647952,-0.257282838,0.5568555,0.66086078,0.482483855,1.442917297
0.856604875,0.288286876,0.907645077,-0.068879697,-0.014985153,-0.008368545,-0.220979553,0.856604875,0.360358595,0.680733808,1.676717724
0.068680683,0.341342992,0.121100568,-0.036525018,-0.010957077,-0.001017234,0.482274766,0.068680683,0.42667874,0.090825426,1.068459616
0.29789223,0.261877938,0.057144087,0.090385056,-0.017086617,-0.000389476,-0.083404322,0.29789223,0.327347422,0.042858066,0.584693396
0.069359247,0.357364851,0.931561881,0.02577062,-0.018058495,-0.008710658,-0.394599238,0.069359247,0.446706064,0.69867141,0.820137484
0.565502519,0.845326183,0.713292159,-0.081560836,0.009593067,0.009009964,0.358090384,0.565502519,1.056657729,0.534969119,2.515219752
0.580762537,0.364839942,0.566762858,-0.029885486,0.012412271,0.00542956,0.208525974,0.580762537,0.456049927,0.425072144,1.670410582
0.224399417,0.812017637,0.824566092,0.088224038,-0.019688062,0.006280779,-0.025804352,0.224399417,1.015022047,0.618424569,1.83204168
0.310936849,0.479779052,0.358015468,-0.099997619,-0.01662902,-0.005890273,0.440211863,0.310936849,0.599723815,0.268511601,1.619384128
0.009629609,0.265987628,0.480404721,0.049677615,0.000914192,-0.00381216,0.339421479,0.009629609,0.332484534,0.360303541,1.041839163
0.740346433,0.858541005,0.773762879,0.005437519,0.009887842,-0.000973284,0.064880473,0.740346433,1.073176257,0.58032216,2.458725323
0.033396522,0.965327846,0.733248303,-0.012535143,0.012228011,-0.005965597,-0.100985597,0.033396522,1.206659808,0.549936227,1.68900696
0.669621935,0.025739451,0.569414406,-0.033337288,-0.01744794,-0.000125347,0.128465811,0.669621935,0.032174314,0.427060805,1.257322865
0.81675479,0.215409641,0.229340865,0.010654138,-0.007016874,-0.006532934,0.40634179,0.81675479,0.269262051,0.172005649,1.664364279
0.139960641,0.838689077,0.73052194,-0.052312672,0.00291267,0.001573656,-0.054471978,0.139960641,1.048361346,0.547891455,1.681741464
0.238316632,0.627082038,0.533222816,-0.008666117,-0.007786805,-0.004976333,0.196052195,0.238316632,0.783852548,0.399917112,1.618138487
0.855770402,0.70664456,0.235307013,-0.004990639,-0.008714125,1.68625E-05,-0.348304314,0.855770402,0.883305699,0.176480259,1.567252047
0.143394935,0.610930777,0.984345403,-0.087643966,0.009183119,-0.008981652,-0.460955678,0.143394935,0.763663471,0.738259052,1.18436178
0.754951717,0.126961922,0.296862896,0.003208557,0.001907724,-0.00071586,-0.399723303,0.754951717,0.158702403,0.222647172,0.736577989
0.946346495,0.646697623,0.418958925,0.015291656,0.000501934,0.002721422,0.231096,0.946346495,0.808372029,0.314219193,2.300033718
0.402430733,0.828055685,0.239291591,0.06587435,-0.01526978,0.005523898,-0.133570725,0.402430733,1.035069606,0.179468694,1.483398308
0.263925485,0.121421461,0.314566157,-0.041575421,0.008921834,-0.005392903,-0.194736852,0.263925485,0.151776826,0.235924618,0.456890076
0.113370974,0.870048718,0.391449832,0.022870116,0.007142121,0.004750193,-0.107269631,0.113370974,1.087560898,0.293587374,1.387249615
0.104983635,0.805869596,0.925600661,0.058304451,-0.001083801,-0.004025032,0.415196997,0.104983635,1.007336995,0.694200495,2.221718123
0.517846422,0.060608689,0.143129312,-0.068949798,0.014843761,-0.003145329,-0.061172004,0.517846422,0.075760862,0.107346984,0.639782265
0.28338471,0.528317046,0.675748415,0.089930812,0.001841402,-0.005658594,-0.186881489,0.28338471,0.660396307,0.506811311,1.26371084
0.283087661,0.159729057,0.89218375,-0.058801534,0.018076075,0.008821081,-0.023911042,0.283087661,0.199661322,0.669137812,1.127975753
0.859927568,0.599124035,0.145197059,0.07668848,-0.016089723,-0.008461622,-0.158267071,0.859927568,0.748905044,0.108897794,1.559463336
0.027531353,0.451035868,0.25568978,0.006450522,-0.011897413,-0.00621427,0.233636376,0.027531353,0.563794834,0.191767335,1.016729898
0.179927223,0.61482632,0.544980941,0.033834243,-0.017309006,-0.003783521,0.121933892,0.179927223,0.7685329,0.408735706,1.479129721
0.1346116,0.566174817,0.648851685,-0.029543686,0.00758551,-0.003153914,-0.490217066,0.1346116,0.707718521,0.486638764,0.83875182
0.450676055,0.987984836,0.584231889,0.032773188,-0.019642268,0.006112439,0.406262866,0.450676055,1.234981044,0.438173917,2.530093882
0.871251333,0.739714509,0.952400486,-0.031098644,-0.019348082,-2.79462E-05,-0.13347559,0.871251333,0.924643136,0.714300364,2.376719244
0.551044047,0.484138904,0.507852796,-0.076839775,-0.010006606,0.003298209,-0.163371942,0.551044047,0.60517363,0.380889597,1.373735332
0.341977072,0.315484653,0.064984946,-0.065900301,-0.009137535,-0.009969323,-0.438662417,0.341977072,0.394355817,0.048738709,0.346409181
0.069212799,0.069271841,0.337395214,-0.075673449,-0.015773317,-0.009426701,0.228918965,0.069212799,0.086589801,0.253046411,0.637767976
0.907790956,0.604314101,0.434822296,-0.045939051,-0.017906425,-0.00429063,-0.44357773,0.907790956,0.755392626,0.326116722,1.545722574
0.584671625,0.692043497,0.010830954,-0.007287386,0.009444287,0.00600322,0.267485884,0.584671625,0.865054371,0.008123216,1.725335095
0.84667127,0.101415368,0.230444827,-0.018901133,-0.014301609,-0.007416964,-0.272639748,0.84667127,0.126769211,0.17283362,0.873634353
0.967428378,0.762381208,0.389766676,-0.076851394,-0.011767539,0.007597121,0.25740138,0.967428378,0.952976511,0.292325007,2.470131276
0.570550133,0.677599677,0.202026083,-0.091009978,0.01959076,-6.26811E-05,-0.372834506,0.570550133,0.846999596,0.151519562,1.196234785
0.927853128,0.250142192,0.7424556,0.063353136,-0.017955423,-0.001929412,-0.182781001,0.927853128,0.312677739,0.5568417,1.614591566
0.031648089,0.518875816,0.277707703,0.071566133,-0.005031204,0.006925254,0.000260846,0.031648089,0.64859477,0.208280777,0.888784483
0.955205543,0.904460101,0.03402913,0.013412142,0.002294385,-0.002546759,-0.16248634,0.955205543,1.130575126,0.025521847,1.948816176
0.685067264,0.143414036,0.584170049,-0.051183839,-0.014592121,-0.007293696,-0.060390788,0.685067264,0.179267545,0.438127537,1.242071558
0.996456798,0.137059716,0.281172327,0.037497074,-0.003907971,0.009964721,-0.271752157,0.996456798,0.171324644,0.210879245,1.10690853
0.147520836,0.967865659,0.817137988,-0.050409133,-0.005353374,0.007397746,0.392933935,0.147520836,1.209832073,0.612853491,2.363140335
0.652652159,0.533011559,0.239140185,0.090194842,-0.019684408,0.009297378,0.050556217,0.652652159,0.666264448,0.179355139,1.548827963
0.669749935,0.00900189,0.613013153,-0.086843718,-0.012294205,0.001002399,-0.363155092,0.669749935,0.011252363,0.459759865,0.77760707
0.237906175,0.569602256,0.499080601,-0.026447053,0.013739788,0.004814915,0.399157528,0.237906175,0.71200282,0.374310451,1.723376975
0.607835967,0.862166315,0.966027726,0.011234125,0.015047143,0.003263139,-0.470444034,0.607835967,1.077707894,0.724520794,1.939620621
0.472266901,0.228512317,0.34533843,-0.027685559,0.0092783,-0.000122841,-0.445961682,0.472266901,0.285640397,0.259003822,0.570949438
0.770134901,0.451088969,0.912857381,-0.087587762,0.006436023,-0.008006584,0.367141329,0.770134901,0.563861211,0.684643036,2.385780477
0.665065265,0.524537944,0.424222095,0.0025472,-0.012107055,0.007404763,-0.254520736,0.665065265,0.65567243,0.318166572,1.384383529
0.539123163,0.282758356,0.498768204,-0.002509345,0.010902805,0.00562515,-0.416941374,0.539123163,0.353447945,0.374076153,0.849705888
0.180694385,0.806285782,0.049404852,-0.04847721,-0.012540945,0.00754413,0.194905539,0.180694385,1.007857227,0.037053639,1.420510789
0.583415059,0.689930931,0.245202313,-0.033632853,0.010606377,0.006924992,-0.11806807,0.583415059,0.862413664,0.183901735,1.511662388
0.777711354,0.214873499,0.104490427,-0.002018176,0.014688466,-0.006372524,-0.063151404,0.777711354,0.268591874,0.07836782,1.061519644
0.480267894,0.433497722,0.218328074,0.057179258,0.005393106,0.004855509,-0.011682257,0.480267894,0.541872152,0.163746056,1.174203845
0.398293239,0.737946654,0.865614963,-0.060422925,-0.010122986,0.0072264,-0.07466468,0.398293239,0.922433317,0.649211222,1.895273099
0.322560921,0.12642167,0.221800464,0.040819692,-0.004834178,-0.003810589,-0.13208911,0.322560921,0.158027087,0.166350348,0.514849246
0.30556666,0.882128497,0.217951999,0.05528533,-0.008893711,-0.003649105,-0.44612728,0.30556666,1.102660622,0.163463999,1.125564
0.342190604,0.721834202,0.1019542,-0.015054656,0.018722698,-0.005154638,0.392755423,0.342190604,0.902292752,0.07646565,1.713704429
0.308831539,0.901464203,0.449053722,-0.020181166,0.002542621,0.006410747,-0.319575114,0.308831539,1.126830254,0.336790292,1.452876971
0.715006289,0.799123045,0.117826419,0.011675047,0.016222484,-0.000543629,-0.125858624,0.715006289,0.998903806,0.088369814,1.676421285
0.450456905,0.946528673,0.585339487,0.070398264,-0.009514735,-0.00817021,-0.054219006,0.450456905,1.183160841,0.439004615,2.018403355
0.083902236,0.531545071,0.24166251,0.044889922,-0.019622406,-0.003903619,0.060998121,0.083902236,0.664431338,0.181246883,0.990578578
0.44018388,0.751388766,0.814321223,-0.027345608,-0.018889071,0.001442785,-0.340179854,0.44018388,0.939235958,0.610740917,1.6499809
0.173670877,0.132794006,0.646182629,0.061249293,-0.018076469,-0.009474339,-0.263898912,0.173670877,0.165992508,0.484636972,0.560401445
0.400127017,0.425223912,0.409808022,0.032216231,-0.009172395,0.005785487,0.046965184,0.400127017,0.53152989,0.307356017,1.285978108
0.403849081,0.957860342,0.391670507,-0.014821249,-0.015324387,0.006959114,0.210149509,0.403849081,1.197325428,0.29375288,2.105076898
0.061730115,0.330052162,0.863564268,0.021423132,0.007722821,-0.006313915,-0.151641052,0.061730115,0.412565203,0.647673201,0.970327466
0.414307575,0.363138392,0.057471199,0.057371846,-0.01008768,-0.005721402,0.436141572,0.414307575,0.45392299,0.043103399,1.347475536
0.441489802,0.443349542,0.258091952,-0.055769011,-0.000509975,-0.003253513,0.399662141,0.441489802,0.554186927,0.193568964,1.588907834
0.078786231,0.88738022,0.379010673,-0.039318232,-0.005816783,-0.007475426,0.301642426,0.078786231,1.109225275,0.284258004,1.773911937
0.316879649,0.711585108,0.524590966,-0.038941696,0.008594521,0.003403916,0.261168471,0.316879649,0.889481385,0.393443225,1.86097273
0.21226131,0.669108472,0.169325554,0.07921522,0.007884411,-0.004635814,-0.458658514,0.21226131,0.83638559,0.126994165,0.716982552
0.152122571,0.319266653,0.571394134,0.076183622,0.007726526,-0.008811987,0.149853485,0.152122571,0.399083316,0.428545601,1.129604973
0.449715503,0.637219269,0.305996366,-0.008196191,-0.015976112,0.008684852,0.364612444,0.449715503,0.796524086,0.229497275,1.840349307
0.01677228,0.788568989,0.230454876,-0.013140116,-0.019433163,-0.004865848,0.371280657,0.01677228,0.985711236,0.172841157,1.54660533
0.379278769,0.573972395,0.777599089,0.031516217,0.008998402,0.009150202,0.101646524,0.379278769,0.717465494,0.583199317,1.781590103
0.46675677,0.84811544,0.880593325,0.025500307,-0.017310633,0.000742962,-0.496483169,0.46675677,1.060144299,0.660444994,1.690862894
0.948326959,0.875645747,0.726164213,0.039474979,0.018892297,-0.002091261,-0.451012403,0.948326959,1.094557184,0.54462316,2.136494899
0.066261669,0.082849336,0.787683025,0.083680061,0.01369994,0.000673267,0.481875698,0.066261669,0.10356167,0.590762269,1.242461306
0.962796895,0.005983252,0.441976648,0.048664874,-0.013247817,0.006794949,0.380864945,0.962796895,0.007479065,0.331482486,1.682623392
0.582603078,0.502017433,0.318472772,0.06788028,-0.000943409,-0.005376462,0.175360643,0.582603078,0.627521791,0.238854579,1.624340091
0.752500113,0.712538715,0.508566459,0.083578506,0.006104978,-0.004053552,0.456648772,0.752500113,0.890673393,0.381424844,2.481247122
0.995020373,0.290934728,0.319673011,0.027854161,0.006803037,0.005259662,-0.246727526,0.995020373,0.363668409,0.239754758,1.351716014
0.219910057,0.379300995,0.57822484,0.031854954,-0.009925306,-0.002794323,0.14849371,0.219910057,0.474126244,0.43366863,1.276198642
0.288853317,0.130641149,0.006472026,0.07891825,0.003878043,0.007550585,-0.131146605,0.288853317,0.163301436,0.00485402,0.325862168
0.499515519,0.896352275,0.734409137,-0.034970702,0.013813071,-0.000798723,0.319221793,0.499515519,1.120440344,0.550806853,2.489984509
0.044637799,0.838798464,0.050698333,-0.023333251,0.00166557,0.001326664,0.394437809,0.044637799,1.04849808,0.038023749,1.525597437
0.96879257,0.049687774,0.257495811,-0.047415309,-0.004957436,-0.004444622,0.460757429,0.96879257,0.062109717,0.193121858,1.684781575
0.511927584,0.267934765,0.53539563,0.021840436,0.018244051,0.005541988,-0.002526731,0.511927584,0.334918456,0.401546722,1.245866031
0.858972465,0.734234284,0.803497163,-0.00994099,0.006104926,-0.005774113,0.366519725,0.858972465,0.917792854,0.602622872,2.745907916
0.06046924,0.699492683,0.876487223,0.041398194,0.001351816,-0.007662855,0.028292224,0.06046924,0.874365854,0.657365417,1.620492735
